filename,width,height,class,xmin,ymin,xmax,ymax
BluePoisonDartFrog1179.jpg,224,224,BluePoisonDartFrog,72,30,184,170
GoldenPoisonDartFrog849.jpg,224,224,GoldenPoisonDartFrog,74,65,142,161
GoldenPoisonDartFrog691.jpg,224,224,GoldenPoisonDartFrog,6,18,205,206
"CaneToad1,849.jpg",224,224,CaneToad,3,18,215,217
corroboree frog 1333.jpg,224,224,corroboreefrog,39,52,198,185
gree tree frog 1794.jpg,224,224,greentreefrog,63,44,162,160
1353.jpg,224,224,bluemoubtauinstreefrog,67,122,190,182
1353.jpg,224,224,bluemoubtauinstreefrog,27,39,201,165
RedCrownedToadlet223.jpg,224,224,RedCrownedToadlet,29,97,140,187
"CaneToad1,691.jpg",256,256,CaneToad,61,19,197,249
GGBF524.jpg,224,224,GreenAndGoldenBellFrog,24,35,165,171
corroboree frog 1327.jpg,224,224,corroboreefrog,30,15,199,200
RedEyed469.jpg,224,224,RedEyed,72,87,123,161
gree tree frog 1780.jpg,224,224,greentreefrog,61,29,199,190
1347.jpg,224,224,bluemoubtauinstreefrog,3,1,222,223
RedCrownedToadlet237.jpg,224,224,RedCrownedToadlet,34,41,182,189
"CaneToad1,685.jpg",256,256,CaneToad,55,19,254,192
GGBF530.jpg,224,224,GreenAndGoldenBellFrog,4,1,224,156
GoldenPoisonDartFrog685.jpg,224,224,GoldenPoisonDartFrog,59,13,192,223
gree tree frog 819.jpg,224,224,greentreefrog,10,22,215,185
GBF248.jpg,224,224,GreatBarred,9,60,177,179
GGBF256.jpg,224,224,GreenAndGoldenBellFrog,49,92,190,168
"CaneToad2,020.jpg",224,224,CaneToad,9,63,117,184
1421.jpg,224,224,bluemoubtauinstreefrog,26,40,167,182
RedCrownedToadlet551.jpg,224,224,RedCrownedToadlet,27,57,210,187
GoldenPoisonDartFrog1058.jpg,224,224,GoldenPoisonDartFrog,21,20,180,192
corroboree frog 1441.jpg,224,224,corroboreefrog,64,17,190,190
GBF260.jpg,224,224,GreatBarred,11,1,207,199
2100.jpg,224,224,bluemoubtauinstreefrog,65,113,164,170
2100.jpg,224,224,bluemoubtauinstreefrog,22,48,191,148
VietnameseMossy790.jpg,224,224,VietnameseMossy,37,47,179,209
corroboree frog 483.jpg,224,224,corroboreefrog,33,39,198,186
BluePoisonDartFrog1145.jpg,224,224,BluePoisonDartFrog,56,66,161,166
"CaneToad2,008.jpg",224,224,CaneToad,16,59,174,172
GoldenPoisonDartFrog1070.jpg,224,224,GoldenPoisonDartFrog,83,45,183,144
RedCrownedToadlet579.jpg,224,224,RedCrownedToadlet,50,62,195,176
1409.jpg,224,224,bluemoubtauinstreefrog,57,50,203,223
RedEyed327.jpg,224,224,RedEyed,5,35,212,223
corroboree frog 1469.jpg,224,224,corroboreefrog,113,43,220,218
RedEyed441.jpg,224,224,RedEyed,5,34,176,132
"CaneToad1,875.jpg",224,224,CaneToad,44,7,174,208
gree tree frog 1970.jpg,224,224,greentreefrog,17,37,185,205
823.jpg,224,224,bluemoubtauinstreefrog,50,2,224,208
GGBF518.jpg,224,224,GreenAndGoldenBellFrog,3,16,220,202
GoldenPoisonDartFrog875.jpg,224,224,GoldenPoisonDartFrog,49,42,195,219
gree tree frog 831.jpg,224,224,greentreefrog,50,58,173,171
GBF506.jpg,224,224,GreatBarred,32,9,222,143
GoldenPoisonDartFrog861.jpg,224,224,GoldenPoisonDartFrog,58,59,170,159
BluePoisonDartFrog599.jpg,224,224,BluePoisonDartFrog,29,19,208,209
gree tree frog 825.jpg,224,224,greentreefrog,28,6,207,214
GBF512.jpg,224,224,GreatBarred,61,44,189,218
"CaneToad1,861.jpg",224,224,CaneToad,22,13,182,217
RedEyed455.jpg,224,224,RedEyed,20,47,157,202
837.jpg,224,224,bluemoubtauinstreefrog,32,15,224,220
RedEyed333.jpg,224,224,RedEyed,15,52,193,214
GBF274.jpg,224,224,GreatBarred,23,24,159,186
VietnameseMossy784.jpg,224,224,VietnameseMossy,47,74,165,196
corroboree frog 497.jpg,224,224,corroboreefrog,43,43,180,195
BluePoisonDartFrog1151.jpg,224,224,BluePoisonDartFrog,35,4,172,155
"procVietnameseMossy1,005.jpg",224,224,VietnameseMossy,1,54,224,221
GBF923.jpg,224,224,GreatBarred,40,25,178,195
gree tree frog 414.jpg,224,224,greentreefrog,6,38,156,216
BluePoisonDartFrog770.jpg,224,224,BluePoisonDartFrog,43,1,224,221
GoldenPoisonDartFrog450.jpg,224,224,GoldenPoisonDartFrog,96,43,214,194
406.jpg,224,224,bluemoubtauinstreefrog,23,2,211,223
1192.jpg,224,224,bluemoubtauinstreefrog,18,12,214,220
RedEyed864.jpg,224,224,RedEyed,17,5,170,213
"CaneToad1,450.jpg",224,224,CaneToad,23,1,162,217
"CaneToad1,336.jpg",256,256,CaneToad,82,9,219,243
RedCrownedToadlet784.jpg,224,224,RedCrownedToadlet,14,29,200,184
GoldenPoisonDartFrog336.jpg,224,224,GoldenPoisonDartFrog,51,29,197,196
gree tree frog 372.jpg,224,224,greentreefrog,80,59,215,180
procVietnameseMossy902.jpg,224,224,VietnameseMossy,1,31,87,150
GoldenPoisonDartFrog322.jpg,224,224,GoldenPoisonDartFrog,60,49,154,178
gree tree frog 366.jpg,224,224,greentreefrog,81,74,171,169
procVietnameseMossy916.jpg,224,224,VietnameseMossy,30,70,224,202
VietnameseMossy579.jpg,224,224,VietnameseMossy,27,54,219,191
"CaneToad1,322.jpg",256,256,CaneToad,89,80,221,222
RedCrownedToadlet948.jpg,224,224,RedCrownedToadlet,98,85,188,181
1838.jpg,224,224,bluemoubtauinstreefrog,65,42,223,141
corroboree frog 1680.jpg,224,224,corroboreefrog,17,25,186,150
RedCrownedToadlet790.jpg,224,224,RedCrownedToadlet,19,85,173,175
GGBF929.jpg,224,224,GreenAndGoldenBellFrog,26,6,186,166
1186.jpg,224,224,bluemoubtauinstreefrog,8,12,213,212
412.jpg,224,224,bluemoubtauinstreefrog,39,50,170,171
gree tree frog 1541.jpg,224,224,greentreefrog,19,130,97,183
"CaneToad1,444.jpg",224,224,CaneToad,71,53,220,223
RedEyed870.jpg,224,224,RedEyed,12,12,207,224
"procVietnameseMossy1,011.jpg",224,224,VietnameseMossy,79,6,186,190
GBF937.jpg,224,224,GreatBarred,10,7,216,193
BluePoisonDartFrog764.jpg,224,224,BluePoisonDartFrog,25,1,184,217
GoldenPoisonDartFrog444.jpg,224,224,GoldenPoisonDartFrog,80,63,148,149
GGBF901.jpg,224,224,GreenAndGoldenBellFrog,72,49,198,172
RedEyed680.jpg,224,224,RedEyed,15,45,137,202
RedEyed858.jpg,224,224,RedEyed,44,32,126,189
VietnameseMossy237.jpg,224,224,VietnameseMossy,62,16,224,197
gree tree frog 428.jpg,224,224,greentreefrog,1,70,144,195
corroboree frog 642.jpg,224,224,corroboreefrog,39,37,196,183
VietnameseMossy551.jpg,224,224,VietnameseMossy,71,67,182,147
RedCrownedToadlet960.jpg,224,224,RedCrownedToadlet,55,28,200,196
corroboree frog 1864.jpg,224,224,corroboreefrog,66,65,179,167
1804.jpg,224,224,bluemoubtauinstreefrog,6,25,198,181
348.jpg,224,224,bluemoubtauinstreefrog,14,52,198,148
BluePoisonDartFrog1390.jpg,224,224,BluePoisonDartFrog,21,22,110,132
BluePoisonDartFrog1390.jpg,224,224,BluePoisonDartFrog,113,33,221,141
VietnameseMossy545.jpg,224,224,VietnameseMossy,33,29,178,210
VietnameseMossy223.jpg,224,224,VietnameseMossy,6,4,164,217
BluePoisonDartFrog980.jpg,224,224,BluePoisonDartFrog,65,76,170,170
GoldenPoisonDartFrog478.jpg,224,224,GoldenPoisonDartFrog,7,19,204,203
BluePoisonDartFrog758.jpg,224,224,BluePoisonDartFrog,3,5,218,191
GGBF915.jpg,224,224,GreenAndGoldenBellFrog,67,19,188,164
RedEyed694.jpg,224,224,RedEyed,69,42,166,154
"CaneToad1,478.jpg",224,224,CaneToad,38,35,205,196
GGBF726.jpg,224,224,GreenAndGoldenBellFrog,93,20,191,203
"CaneToad1,493.jpg",224,224,CaneToad,55,76,184,188
1151.jpg,224,224,bluemoubtauinstreefrog,93,13,193,203
GBF738.jpg,224,224,GreatBarred,64,84,164,159
GoldenPoisonDartFrog493.jpg,224,224,GoldenPoisonDartFrog,106,67,221,221
corroboree frog 865.jpg,224,224,corroboreefrog,48,51,197,171
corroboree frog 1657.jpg,224,224,corroboreefrog,85,16,186,139
RedCrownedToadlet747.jpg,224,224,RedCrownedToadlet,14,14,205,193
corroboree frog 1643.jpg,224,224,corroboreefrog,36,7,138,207
RedCrownedToadlet753.jpg,224,224,RedCrownedToadlet,21,19,189,158
1623.jpg,224,224,bluemoubtauinstreefrog,17,1,205,157
corroboree frog 871.jpg,224,224,corroboreefrog,25,28,173,221
GoldenPoisonDartFrog487.jpg,224,224,GoldenPoisonDartFrog,39,32,135,141
BluePoisonDartFrog1409.jpg,224,224,BluePoisonDartFrog,26,59,168,223
GGBF732.jpg,224,224,GreenAndGoldenBellFrog,4,3,198,201
"CaneToad1,487.jpg",224,224,CaneToad,28,38,173,172
GBF704.jpg,224,224,GreatBarred,20,11,200,192
RedEyed643.jpg,224,224,RedEyed,30,34,195,169
corroboree frog 681.jpg,224,224,corroboreefrog,22,57,206,184
VietnameseMossy592.jpg,224,224,VietnameseMossy,23,11,212,193
corroboree frog 859.jpg,224,224,corroboreefrog,53,19,183,191
BluePoisonDartFrog1353.jpg,224,224,BluePoisonDartFrog,20,20,194,209
VietnameseMossy586.jpg,224,224,VietnameseMossy,17,26,54,168
1179.jpg,224,224,bluemoubtauinstreefrog,3,4,223,223
RedEyed657.jpg,224,224,RedEyed,68,13,157,221
GBF710.jpg,224,224,GreatBarred,58,28,220,211
BluePoisonDartFrog1435.jpg,224,224,BluePoisonDartFrog,32,20,152,173
BluePoisonDartFrog943.jpg,224,224,BluePoisonDartFrog,130,14,198,96
GoldenPoisonDartFrog524.jpg,224,224,GoldenPoisonDartFrog,64,51,156,153
GBF857.jpg,224,224,GreatBarred,29,65,184,207
"CaneToad1,524.jpg",224,224,CaneToad,99,31,215,160
RedEyed910.jpg,224,224,RedEyed,33,31,175,191
GGBF691.jpg,224,224,GreenAndGoldenBellFrog,22,24,187,203
corroboree frog 1086.jpg,224,224,corroboreefrog,28,64,205,180
GGBF849.jpg,224,224,GreenAndGoldenBellFrog,74,94,148,144
214.jpg,224,224,bluemoubtauinstreefrog,9,16,179,182
1780.jpg,224,224,bluemoubtauinstreefrog,45,1,158,167
gree tree frog 1347.jpg,224,224,greentreefrog,76,75,186,172
1958.jpg,224,224,bluemoubtauinstreefrog,40,13,198,202
"CaneToad1,242.jpg",224,224,CaneToad,16,4,187,216
VietnameseMossy419.jpg,224,224,VietnameseMossy,16,45,218,208
gree tree frog 206.jpg,224,224,greentreefrog,74,69,210,180
procVietnameseMossy876.jpg,224,224,VietnameseMossy,14,2,224,131
GoldenPoisonDartFrog242.jpg,224,224,GoldenPoisonDartFrog,51,51,151,149
gree tree frog 212.jpg,224,224,greentreefrog,9,20,156,219
GoldenPoisonDartFrog256.jpg,224,224,GoldenPoisonDartFrog,47,37,181,171
1794.jpg,224,224,bluemoubtauinstreefrog,22,13,209,197
200.jpg,224,224,bluemoubtauinstreefrog,9,43,183,223
gree tree frog 1353.jpg,224,224,greentreefrog,28,13,142,141
"CaneToad1,256.jpg",224,224,CaneToad,1,72,224,197
RedEyed904.jpg,224,224,RedEyed,72,25,209,209
GGBF685.jpg,224,224,GreenAndGoldenBellFrog,1,1,212,192
gree tree frog 1435.jpg,224,224,greentreefrog,29,27,215,194
corroboree frog 1092.jpg,224,224,corroboreefrog,84,35,162,159
BluePoisonDartFrog610.jpg,224,224,BluePoisonDartFrog,34,2,195,219
GoldenPoisonDartFrog530.jpg,224,224,GoldenPoisonDartFrog,6,32,158,191
gree tree frog 574.jpg,224,224,greentreefrog,14,1,185,191
GBF843.jpg,224,224,GreatBarred,50,33,165,204
"CaneToad1,518.jpg",224,224,CaneToad,17,10,190,207
GGBF875.jpg,224,224,GreenAndGoldenBellFrog,63,35,166,122
GoldenPoisonDartFrog518.jpg,224,224,GoldenPoisonDartFrog,26,71,165,196
BluePoisonDartFrog638.jpg,224,224,BluePoisonDartFrog,15,39,214,169
VietnameseMossy343.jpg,224,224,VietnameseMossy,2,35,223,222
VietnameseMossy425.jpg,224,224,VietnameseMossy,35,22,224,186
228.jpg,224,224,bluemoubtauinstreefrog,38,9,187,221
corroboree frog 1910.jpg,224,224,corroboreefrog,91,4,169,153
VietnameseMossy431.jpg,224,224,VietnameseMossy,71,105,192,185
corroboree frog 722.jpg,224,224,corroboreefrog,55,80,188,192
gree tree frog 548.jpg,224,224,greentreefrog,34,44,209,208
VietnameseMossy357.jpg,224,224,VietnameseMossy,32,68,182,181
GGBF861.jpg,224,224,GreenAndGoldenBellFrog,97,12,203,193
corroboree frog 1045.jpg,224,224,corroboreefrog,47,50,183,182
1025.jpg,224,224,bluemoubtauinstreefrog,15,4,212,208
GGBF652.jpg,224,224,GreenAndGoldenBellFrog,25,38,216,200
GBF894.jpg,224,224,GreatBarred,70,67,174,192
corroboree frog 911.jpg,224,224,corroboreefrog,27,26,206,185
GoldenPoisonDartFrog281.jpg,224,224,GoldenPoisonDartFrog,31,18,169,211
RedCrownedToadlet633.jpg,224,224,RedCrownedToadlet,12,2,203,201
"CaneToad1,295.jpg",256,256,CaneToad,24,37,231,230
RedCrownedToadlet627.jpg,224,224,RedCrownedToadlet,54,32,179,207
1757.jpg,224,224,bluemoubtauinstreefrog,44,26,185,194
gree tree frog 1390.jpg,224,224,greentreefrog,47,29,166,185
corroboree frog 1737.jpg,224,224,corroboreefrog,6,2,114,119
corroboree frog 905.jpg,224,224,corroboreefrog,19,7,201,206
GoldenPoisonDartFrog295.jpg,224,224,GoldenPoisonDartFrog,77,60,166,186
GBF880.jpg,224,224,GreatBarred,53,29,188,180
GBF658.jpg,224,224,GreatBarred,42,22,184,178
corroboree frog 1051.jpg,224,224,corroboreefrog,26,21,182,172
1031.jpg,224,224,bluemoubtauinstreefrog,2,11,220,207
GGBF646.jpg,224,224,GreenAndGoldenBellFrog,32,37,196,183
VietnameseMossy380.jpg,224,224,VietnameseMossy,15,11,204,211
GBF670.jpg,224,224,GreatBarred,15,25,188,202
RedEyed737.jpg,224,224,RedEyed,24,38,201,145
corroboree frog 1079.jpg,224,224,corroboreefrog,49,24,175,220
1019.jpg,224,224,bluemoubtauinstreefrog,47,5,206,224
procVietnameseMossy889.jpg,224,224,VietnameseMossy,1,106,91,200
BluePoisonDartFrog1233.jpg,224,224,BluePoisonDartFrog,90,45,177,148
corroboree frog 939.jpg,224,224,corroboreefrog,37,33,152,152
BluePoisonDartFrog1227.jpg,224,224,BluePoisonDartFrog,74,37,190,190
RedEyed723.jpg,224,224,RedEyed,71,80,202,167
599.jpg,224,224,bluemoubtauinstreefrog,10,12,109,114
VietnameseMossy394.jpg,224,224,VietnameseMossy,32,7,224,209
GBF664.jpg,224,224,GreatBarred,61,25,173,191
BluePoisonDartFrog360.jpg,224,224,BluePoisonDartFrog,38,22,200,209
1582.jpg,224,224,bluemoubtauinstreefrog,4,19,211,191
770.jpg,224,224,bluemoubtauinstreefrog,12,13,224,222
corroboree frog 1284.jpg,224,224,corroboreefrog,80,8,121,111
gree tree frog 1623.jpg,224,224,greentreefrog,79,1,183,205
GGBF493.jpg,224,224,GreenAndGoldenBellFrog,31,39,177,179
"CaneToad1,726.jpg",224,224,CaneToad,48,3,216,195
gree tree frog 762.jpg,224,224,greentreefrog,9,5,223,221
GoldenPoisonDartFrog726.jpg,224,224,GoldenPoisonDartFrog,60,50,155,173
gree tree frog 776.jpg,224,224,greentreefrog,30,33,199,208
GBF1058.jpg,224,224,GreatBarred,10,30,178,200
GBF499.jpg,224,224,GreatBarred,31,49,183,190
GoldenPoisonDartFrog732.jpg,224,224,GoldenPoisonDartFrog,1,40,151,215
BluePoisonDartFrog412.jpg,224,224,BluePoisonDartFrog,1,5,138,220
RedCrownedToadlet380.jpg,224,224,RedCrownedToadlet,18,45,219,204
corroboree frog 1290.jpg,224,224,corroboreefrog,31,15,188,181
gree tree frog 1637.jpg,224,224,greentreefrog,31,56,183,164
GGBF487.jpg,224,224,GreenAndGoldenBellFrog,6,14,216,200
"CaneToad1,732.jpg",224,224,CaneToad,27,10,141,172
gree tree frog 1151.jpg,224,224,greentreefrog,32,43,184,187
BluePoisonDartFrog374.jpg,224,224,BluePoisonDartFrog,88,16,179,154
gree tree frog 1179.jpg,224,224,greentreefrog,19,23,210,209
RedEyed290.jpg,224,224,RedEyed,17,42,194,223
corroboree frog 534.jpg,224,224,corroboreefrog,78,61,134,124
VietnameseMossy627.jpg,224,224,VietnameseMossy,19,23,215,176
corroboree frog 252.jpg,224,224,corroboreefrog,35,29,211,203
758.jpg,224,224,bluemoubtauinstreefrog,24,54,206,181
corroboree frog 246.jpg,224,224,corroboreefrog,45,25,224,218
GBF1064.jpg,224,224,GreatBarred,79,70,140,146
BluePoisonDartFrog348.jpg,224,224,BluePoisonDartFrog,21,15,218,211
VietnameseMossy633.jpg,224,224,VietnameseMossy,75,91,144,192
RedEyed284.jpg,224,224,RedEyed,20,56,153,187
gree tree frog 1186.jpg,224,224,greentreefrog,9,8,218,216
1541.jpg,224,224,bluemoubtauinstreefrog,27,14,165,161
RedCrownedToadlet431.jpg,224,224,RedCrownedToadlet,1,4,111,142
GoldenPoisonDartFrog1138.jpg,224,224,GoldenPoisonDartFrog,4,62,125,172
GGBF336.jpg,224,224,GreenAndGoldenBellFrog,20,71,177,177
"CaneToad2,140.jpg",224,224,CaneToad,3,55,224,206
GBF328.jpg,224,224,GreatBarred,32,9,199,206
VietnameseMossy800.jpg,224,224,VietnameseMossy,22,100,152,188
GGBF450.jpg,224,224,GreenAndGoldenBellFrog,22,24,177,159
1227.jpg,224,224,bluemoubtauinstreefrog,18,9,214,193
RedCrownedToadlet357.jpg,224,224,RedCrownedToadlet,5,3,214,192
corroboree frog 1247.jpg,224,224,corroboreefrog,20,5,202,222
RedEyed509.jpg,224,224,RedEyed,4,17,216,211
GGBF444.jpg,224,224,GreenAndGoldenBellFrog,18,4,144,121
1233.jpg,224,224,bluemoubtauinstreefrog,37,9,216,209
RedCrownedToadlet343.jpg,224,224,RedCrownedToadlet,13,22,222,204
"CaneToad1,929.jpg",224,224,CaneToad,53,4,191,163
corroboree frog 1253.jpg,224,224,corroboreefrog,87,90,138,149
GoldenPoisonDartFrog929.jpg,224,224,GoldenPoisonDartFrog,32,57,190,187
VietnameseMossy814.jpg,224,224,VietnameseMossy,2,59,221,207
corroboree frog 1535.jpg,224,224,corroboreefrog,65,48,223,177
gree tree frog 1192.jpg,224,224,greentreefrog,50,4,224,218
1555.jpg,224,224,bluemoubtauinstreefrog,66,51,171,177
RedCrownedToadlet425.jpg,224,224,RedCrownedToadlet,55,27,213,218
GGBF322.jpg,224,224,GreenAndGoldenBellFrog,65,45,164,169
"CaneToad2,154.jpg",224,224,CaneToad,2,1,224,210
BluePoisonDartFrog1031.jpg,224,224,BluePoisonDartFrog,80,58,173,165
GBF314.jpg,224,224,GreatBarred,43,30,188,195
RedEyed253.jpg,224,224,RedEyed,47,42,224,199
GoldenPoisonDartFrog1104.jpg,224,224,GoldenPoisonDartFrog,38,83,103,158
gree tree frog 1804.jpg,224,224,greentreefrog,10,54,210,224
"CaneToad1,901.jpg",224,224,CaneToad,7,10,215,212
RedEyed535.jpg,224,224,RedEyed,37,81,157,168
GBF472.jpg,224,224,GreatBarred,73,89,160,149
gree tree frog 945.jpg,224,224,greentreefrog,24,24,190,218
corroboree frog 291.jpg,224,224,corroboreefrog,48,45,214,170
GoldenPoisonDartFrog901.jpg,224,224,GoldenPoisonDartFrog,62,56,146,161
GBF466.jpg,224,224,GreatBarred,66,55,171,167
gree tree frog 951.jpg,224,224,greentreefrog,3,19,222,205
corroboree frog 285.jpg,224,224,corroboreefrog,36,27,185,214
GoldenPoisonDartFrog915.jpg,224,224,GoldenPoisonDartFrog,45,18,207,162
943.jpg,224,224,bluemoubtauinstreefrog,4,14,224,223
GGBF478.jpg,224,224,GreenAndGoldenBellFrog,39,22,127,115
gree tree frog 1810.jpg,224,224,greentreefrog,19,17,182,218
"CaneToad1,915.jpg",224,224,CaneToad,56,28,140,215
RedEyed247.jpg,224,224,RedEyed,79,14,217,182
GoldenPoisonDartFrog1110.jpg,224,224,GoldenPoisonDartFrog,105,25,181,159
RedCrownedToadlet419.jpg,224,224,RedCrownedToadlet,54,62,193,178
1569.jpg,224,224,bluemoubtauinstreefrog,26,38,224,151
2060.jpg,224,224,bluemoubtauinstreefrog,35,64,189,194
VietnameseMossy828.jpg,224,224,VietnameseMossy,55,81,151,133
GBF300.jpg,224,224,GreatBarred,26,53,185,193
"CaneToad1,914.jpg",224,224,CaneToad,16,113,218,215
RedEyed520.jpg,224,224,RedEyed,74,29,181,202
gree tree frog 1811.jpg,224,224,greentreefrog,39,9,195,207
942.jpg,224,224,bluemoubtauinstreefrog,28,3,224,223
GGBF479.jpg,224,224,GreenAndGoldenBellFrog,1,16,217,192
GoldenPoisonDartFrog914.jpg,224,224,GoldenPoisonDartFrog,80,31,123,98
corroboree frog 284.jpg,224,224,corroboreefrog,12,35,198,177
gree tree frog 950.jpg,224,224,greentreefrog,6,18,224,208
GBF467.jpg,224,224,GreatBarred,12,18,217,224
GBF301.jpg,224,224,GreatBarred,13,11,184,208
VietnameseMossy829.jpg,224,224,VietnameseMossy,59,50,175,159
2061.jpg,224,224,bluemoubtauinstreefrog,71,28,200,189
BluePoisonDartFrog1024.jpg,224,224,BluePoisonDartFrog,31,39,186,177
1568.jpg,224,224,bluemoubtauinstreefrog,43,56,188,173
RedCrownedToadlet418.jpg,224,224,RedCrownedToadlet,38,61,224,177
GoldenPoisonDartFrog1111.jpg,224,224,GoldenPoisonDartFrog,52,80,193,179
RedEyed246.jpg,224,224,RedEyed,37,15,224,224
GoldenPoisonDartFrog1105.jpg,224,224,GoldenPoisonDartFrog,72,77,149,157
RedEyed252.jpg,224,224,RedEyed,33,62,173,223
GBF315.jpg,224,224,GreatBarred,47,33,201,193
BluePoisonDartFrog1030.jpg,224,224,BluePoisonDartFrog,42,44,184,147
GoldenPoisonDartFrog900.jpg,224,224,GoldenPoisonDartFrog,51,69,199,168
corroboree frog 290.jpg,224,224,corroboreefrog,55,50,181,212
gree tree frog 944.jpg,224,224,greentreefrog,26,32,217,212
GBF473.jpg,224,224,GreatBarred,103,83,144,133
RedEyed534.jpg,224,224,RedEyed,49,65,135,159
"CaneToad1,900.jpg",224,224,CaneToad,24,23,206,212
gree tree frog 1805.jpg,224,224,greentreefrog,4,12,163,211
956.jpg,224,224,bluemoubtauinstreefrog,63,89,159,159
956.jpg,224,224,bluemoubtauinstreefrog,44,33,189,106
GoldenPoisonDartFrog928.jpg,224,224,GoldenPoisonDartFrog,67,53,148,160
"CaneToad1,928.jpg",224,224,CaneToad,13,79,219,224
corroboree frog 1252.jpg,224,224,corroboreefrog,87,79,134,133
RedCrownedToadlet342.jpg,224,224,RedCrownedToadlet,87,66,158,133
1232.jpg,224,224,bluemoubtauinstreefrog,18,29,216,216
GGBF445.jpg,224,224,GreenAndGoldenBellFrog,68,65,205,180
"CaneToad2,155.jpg",224,224,CaneToad,17,69,217,215
GGBF323.jpg,224,224,GreenAndGoldenBellFrog,41,51,197,193
RedCrownedToadlet424.jpg,224,224,RedCrownedToadlet,33,11,173,115
1554.jpg,224,224,bluemoubtauinstreefrog,43,65,172,166
gree tree frog 1193.jpg,224,224,greentreefrog,7,4,176,224
VietnameseMossy815.jpg,224,224,VietnameseMossy,7,48,206,206
BluePoisonDartFrog1018.jpg,224,224,BluePoisonDartFrog,97,47,184,144
VietnameseMossy801.jpg,224,224,VietnameseMossy,34,40,162,223
GBF329.jpg,224,224,GreatBarred,13,61,130,207
GGBF337.jpg,224,224,GreenAndGoldenBellFrog,6,124,111,222
RedCrownedToadlet430.jpg,224,224,RedCrownedToadlet,3,57,150,163
1540.jpg,224,224,bluemoubtauinstreefrog,61,29,213,166
gree tree frog 1187.jpg,224,224,greentreefrog,6,45,223,222
corroboree frog 1246.jpg,224,224,corroboreefrog,23,8,206,216
RedEyed508.jpg,224,224,RedEyed,35,81,167,193
RedCrownedToadlet356.jpg,224,224,RedCrownedToadlet,49,35,145,152
1226.jpg,224,224,bluemoubtauinstreefrog,24,22,202,200
GGBF451.jpg,224,224,GreenAndGoldenBellFrog,18,3,202,217
corroboree frog 247.jpg,224,224,corroboreefrog,31,1,219,186
759.jpg,224,224,bluemoubtauinstreefrog,58,20,176,206
RedEyed285.jpg,224,224,RedEyed,29,87,218,224
VietnameseMossy632.jpg,224,224,VietnameseMossy,28,20,199,191
BluePoisonDartFrog349.jpg,224,224,BluePoisonDartFrog,36,42,182,205
VietnameseMossy626.jpg,224,224,VietnameseMossy,30,43,194,191
RedEyed291.jpg,224,224,RedEyed,57,54,196,142
gree tree frog 1178.jpg,224,224,greentreefrog,15,21,198,208
corroboree frog 253.jpg,224,224,corroboreefrog,48,8,205,190
"CaneToad1,733.jpg",224,224,CaneToad,26,11,208,211
GGBF486.jpg,224,224,GreenAndGoldenBellFrog,5,31,221,186
gree tree frog 1636.jpg,224,224,greentreefrog,31,21,199,178
corroboree frog 1291.jpg,224,224,corroboreefrog,35,44,194,211
RedCrownedToadlet381.jpg,224,224,RedCrownedToadlet,28,48,216,216
765.jpg,224,224,bluemoubtauinstreefrog,10,8,224,197
BluePoisonDartFrog413.jpg,224,224,BluePoisonDartFrog,103,1,199,167
